deal_id,company_name,industry,lead_source,deal_value,stage,created_date,close_date,sales_rep,region,next_step,probability,sales_cycle_days
DEAL-0106,Choudhary Ltd,FinTech,Cold Outreach,133436.92,Closed Lost,2022-02-10,2022-10-23,Karan Mehta,East,Contract Review,30,255.0
DEAL-0566,"Kalita, Sampath and Bhatnagar",Real Estate,Inbound,235613.42,Prospecting,2022-11-26,2022-12-07,Riya Sharma,North,Follow Up Call,90,11.0
DEAL-0002,Nagar and Sons,Real Estate,Referral,249664.07,Closed Lost,2022-04-25,2022-05-25,Deepak Rao,North,,60,30.0
DEAL-0649,Kumar-Soni,FinTech,Website,168572.16,Prospecting,2022-10-20,,Priya Nair,West,Follow Up Call,70,
DEAL-0562,Chandra PLC,Retail,Cold Outreach,110200.24,Negotiation,2023-03-17,2023-06-08,Sonal Joshi,East,Follow Up Call,50,83.0
DEAL-0081,Gara-Karan,FinTech,Event,139714.99,Proposal Sent,2022-10-01,2022-12-20,Neha Gupta,South,Schedule Demo,60,80.0
DEAL-0206,"Banerjee, Dass and Chakraborty",IT Services,Website,29436.48,Closed Won,2023-03-10,2023-03-20,Arjun Pillai,North,Contract Review,10,10.0
DEAL-0035,"Hegde, Nadig and Sane",FinTech,Inbound,158130.48,Closed Won,2023-09-03,,Neha Gupta,West,Schedule Demo,80,
DEAL-0509,"Kumer, Agrawal and Suri",Logistics,Referral,211671.14,Prospecting,2022-11-18,2023-08-03,Neha Gupta,South,Technical Eval,10,258.0
DEAL-0428,"Sethi, Mallick and Bora",Manufacturing,Linkedin,123278.92,Prospecting,2023-12-24,2024-06-02,Deepak Rao,North,Schedule Demo,100,161.0
DEAL-0455,"Kumar, Sidhu and Hora",Healthcare,Cold Email,81784.01,Qualified,2023-07-28,2023-11-01,Sonal Joshi,East,Stakeholder Meeting,70,96.0
DEAL-0367,Bora-Gera,Retail,Inbound,30046.7,Closed Won,2023-04-15,2023-11-05,Karan Mehta,North,,50,204.0
DEAL-0092,Soni LLC,Retail,Cold Outreach,39246.34,Qualified,2023-04-19,2023-11-09,Riya Sharma,East,Schedule Demo,20,204.0
DEAL-0340,Mangat and Sons,EdTech,Website,48941.85,Prospecting,2022-09-10,2022-10-27,Aman Verma,East,Technical Eval,40,47.0
DEAL-0565,"Bera, Sarma and Ram",Healthcare,Cold Outreach,181689.01,Closed Won,2023-11-02,2024-11-03,Riya Sharma,West,Follow Up Call,50,367.0
DEAL-0346,Badami PLC,Healthcare,Inbound,170873.57,Closed Won,2023-03-06,,Neha Gupta,West,Contract Review,20,
DEAL-0242,Chakraborty and Sons,E-Commerce,Referral,1990225.16,Proposal Sent,2022-10-13,2022-11-17,Deepak Rao,South,,100,35.0
DEAL-0014,Sekhon-Dey,Healthcare,Linkedin,63000.37,Closed Lost,2022-02-02,2022-04-29,Riya Sharma,North,,70,86.0
DEAL-0316,"Dugar, Halder and Bhatti",Manufacturing,Cold Email,128042.93,Qualified,2022-01-03,2022-07-27,Aman Verma,East,Follow Up Call,40,205.0
DEAL-0601,"Ramachandran, Ganesan and Gala",IT Services,Linkedin,49438.15,Qualified,2023-12-15,,Aman Verma,West,,70,
DEAL-0388,"Sanghvi, Srinivas and Batra",Manufacturing,Partner,216238.59,Closed Lost,2023-01-11,,Karan Mehta,West,,40,
DEAL-0274,Johal Group,Real Estate,Linkedin,227703.57,Negotiation,2022-07-14,2022-09-20,Deepak Rao,South,,70,68.0
DEAL-0167,Narain-Chand,Retail,Partner,203159.4,Closed Won,2023-04-06,2023-10-17,Neha Gupta,South,Schedule Demo,100,194.0
DEAL-0647,"Mukhopadhyay, Toor and Rau",FinTech,Website,243277.01,Proposal Sent,2023-03-27,2023-08-11,Riya Sharma,West,Contract Review,90,137.0
DEAL-0485,Savant-Loke,FinTech,Inbound,191201.01,Negotiation,2022-07-17,2022-12-20,Karan Mehta,North,Follow Up Call,80,156.0
DEAL-0505,Gandhi Inc,Manufacturing,Cold Outreach,19525.04,Negotiation,2022-04-22,2022-07-26,Priya Nair,West,Send Proposal,10,95.0
DEAL-0567,"Deep, Chakrabarti and Date",Logistics,Website,141799.574,Qualified,2023-04-22,2023-06-05,Sonal Joshi,East,Follow Up Call,100,44.0
DEAL-0563,Dhawan-Rau,E-Commerce,Cold Outreach,65707.66,Closed Won,2023-08-17,2023-12-25,Deepak Rao,West,Follow Up Call,40,130.0
DEAL-0476,Mital-Garde,EdTech,Referral,45977.1,Prospecting,2022-08-16,,Arjun Pillai,East,Schedule Demo,30,
DEAL-0511,Mander LLC,E-Commerce,Inbound,158814.14,Discovery,2023-09-13,2023-12-28,Karan Mehta,West,,40,106.0
DEAL-0059,"Sethi, Bhatt and Kapur",IT Services,Cold Outreach,39515.02,Closed Won,2023-01-06,2023-05-25,Karan Mehta,South,Follow Up Call,90,139.0
DEAL-0475,Khosla Inc,Manufacturing,Inbound,178984.88,Closed Lost,2023-04-27,2023-05-10,Riya Sharma,West,Schedule Demo,40,13.0
DEAL-0561,"Nigam, Nath and Karan",Real Estate,Cold Outreach,13864.55,Closed Won,2022-08-04,2022-09-20,Aman Verma,South,Contract Review,80,47.0
DEAL-0253,"Bhatt, Dugar and Mutti",Logistics,Inbound,162612.44,Prospecting,2023-02-21,2023-07-30,Neha Gupta,West,Follow Up Call,60,159.0
DEAL-0022,Subramanian-Mani,EdTech,Linkedin,34307.13,Qualified,2023-07-29,2024-01-14,Arjun Pillai,West,Contract Review,60,169.0
DEAL-0460,Agate-Virk,Healthcare,Referral,149591.25,Closed Won,2022-06-16,2022-08-12,Aman Verma,West,Pricing Discussion,10,57.0
DEAL-0277,Sarkar LLC,SaaS,Event,229038.12,Qualified,2022-05-24,2022-11-18,Karan Mehta,West,Pricing Discussion,80,178.0
DEAL-0192,Borra PLC,SaaS,Referral,228635.24,Closed Won,2022-03-22,2022-05-28,Karan Mehta,North,Contract Review,40,67.0
DEAL-0386,"Ahluwalia, Narayan and Nagar",Logistics,Referral,49665.02,Prospecting,2022-11-06,2023-02-19,Riya Sharma,South,Contract Review,80,105.0
DEAL-0414,Pradhan Group,EdTech,Referral,176900.4,Closed Lost,2022-02-22,2022-04-28,Aman Verma,West,Technical Eval,50,65.0
DEAL-0492,Vig and Sons,Retail,Event,33759.58,Prospecting,2023-10-19,,Priya Nair,West,Schedule Demo,90,
DEAL-0344,Oommen Inc,Manufacturing,Cold Outreach,78322.84,Negotiation,2023-09-27,2024-02-22,Riya Sharma,East,Contract Review,30,148.0
DEAL-0309,"Gulati, Chhabra and Nagi",E-Commerce,Cold Outreach,19810.28,Closed Won,2023-07-24,2023-10-19,Sonal Joshi,West,Pricing Discussion,30,87.0
DEAL-0131,Venkatesh Ltd,Logistics,Linkedin,224461.31,Negotiation,2023-06-06,2023-08-08,Aman Verma,West,Stakeholder Meeting,90,63.0
DEAL-0100,"Baria, Date and Kibe",FinTech,Event,80381.07,Discovery,2022-11-29,2023-08-05,Aman Verma,South,Send Proposal,70,249.0
DEAL-0373,Raval-Bhattacharyya,Retail,Cold Outreach,216610.95,Closed Won,2022-07-08,2022-11-09,Aman Verma,North,Stakeholder Meeting,20,124.0
DEAL-0088,Sachdeva Group,Manufacturing,Referral,14862.45,Proposal Sent,2022-06-25,2022-07-28,Arjun Pillai,North,Stakeholder Meeting,20,33.0
DEAL-0331,"Zachariah, Mangat and Mani",Healthcare,Linkedin,25258.1,Negotiation,2022-10-07,,Sonal Joshi,West,Send Proposal,30,
DEAL-0215,Murthy-Madan,E-Commerce,Inbound,75337.22,Discovery,2023-01-18,2023-03-28,Priya Nair,West,,60,69.0
DEAL-0467,"Sarma, Rao and Singh",Retail,Cold Outreach,233020.26,Proposal Sent,2023-11-17,2024-04-19,Arjun Pillai,East,Pricing Discussion,60,154.0
DEAL-0122,Kata Group,Retail,Referral,69768.73,Proposal Sent,2023-07-06,2023-08-15,Priya Nair,South,Send Proposal,90,40.0
DEAL-0615,Hari-Rai,FinTech,Cold Outreach,13331.39,Closed Won,2023-06-15,2023-11-08,Neha Gupta,East,,30,146.0
DEAL-0021,Sarma and Sons,Real Estate,Referral,145850.62,Closed Won,2022-01-28,2022-06-06,Karan Mehta,North,Stakeholder Meeting,60,129.0
DEAL-0271,Dada and Sons,Logistics,Cold Outreach,148958.0,Qualified,2022-04-22,2022-05-14,Neha Gupta,North,,10,22.0
DEAL-0103,Pathak-Kuruvilla,Real Estate,Website,165619.79,Qualified,2022-02-02,2022-04-28,Arjun Pillai,East,Send Proposal,10,85.0
