deal_id,company_name,industry,lead_source,deal_value,stage,created_date,close_date,sales_rep,region,next_step,probability
DEAL-0525,Raj Group,IT Services,REFERRAL,-7805.08,Qualified,11-18-2023,05-04-2024,Aman Verma,West,Technical Eval,80
DEAL-0036,"Sachar, Lata and Koshy",FinTech,Partner,27889.96,negotiation,12-15-2022,"February 20, 2023",Riya Sharma,west,Contract Review,60
DEAL-0541,"Viswanathan, Chanda and Pradhan",Real Estate,cold outreach,,Negotiation,12-01-2022,31 Jan 2023,Deepak Rao,south,Send Proposal,40
DEAL-0171,"Mitra, Thakur and Johal",SaaS,cold outreach,77280.94,Closed Won,17/10/2023,2024-01-19,Deepak Rao,East,,30
DEAL-0599,Baral-Rama,Real Estate,REFERRAL,166222.83,qualified,13 Aug 2023,2023-12-23,Neha Gupta,SOUTH,Technical Eval,50
DEAL-0585,Grover PLC,EdTech,inbound,108775.93,lost,"November 20, 2023",,Karan Mehta,East India,Schedule Demo,50
DEAL-0314,Bhattacharyya-Pant,IT Services,Event,,Closed Lost,"October 31, 2022",27 Mar 2023,Neha Gupta,west,Schedule Demo,20
DEAL-0096,Kade Inc,Manufacturing,REFERRAL,129879.95,QUALIFIED,2023-12-06,2024-02-03,Priya Nair,south,,80
DEAL-0564,"Mitter, Anne and Wali",IT Services,Cold Outreach,65800.92,Negotiation,"September 14, 2023",10-29-2023,Priya Nair,East,,80
DEAL-0241,Sura-Rai,EdTech,cold outreach,195135.59,closed won,2022-09-01,06/10/2022,Riya Sharma,East,Technical Eval,70
DEAL-0461,Virk and Sons,SaaS,cold outreach,81730.51,qualified,2022-07-01,09 Sep 2022,Deepak Rao,north,Pricing Discussion,70
DEAL-0554,"Keer, Contractor and Dash",Healthcare,inbound,21760.84,LOST,08-06-2023,30/11/2023,Aman Verma,West,Stakeholder Meeting,50
DEAL-0608,Mitra-Sarraf,Real Estate,Inbound,133344.28,prospecting,06/12/2023,2023-12-25,Arjun Pillai,East,Send Proposal,60
DEAL-0207,"Sehgal, Dube and Koshy",FinTech,Website,141905.31,LOST,05/08/2022,"October 30, 2022",Arjun Pillai,South,Technical Eval,10
DEAL-0393,Dugar PLC,Real Estate,Website,48521.13,prospecting,03/11/2022,26 Nov 2022,Deepak Rao,South,,10
DEAL-0398,Sarin-Gade,Real Estate,linkedin,94428.81,negotiation,2022-04-29,05 Jun 2022,Arjun Pillai,South,Contract Review,100
DEAL-0586,Kuruvilla Inc,Healthcare,Inbound,161931.64,Prospecting,14 Nov 2022,02/04/2023,Deepak Rao,west,Technical Eval,50
DEAL-0218,"Chhabra, Sharaf and Pant",IT Services,Partner,96742.93,discovery,08 Apr 2023,24/07/2023,Karan Mehta,WEST,Send Proposal,20
DEAL-0005,"Saxena, Barman and Chahal",Logistics,LinkedIn,179775.62,closed won,2022-09-08,04 Oct 2022,Karan Mehta,East,Follow Up Call,100
DEAL-0619,"Bir, Mishra and Kapur",SaaS,REFERRAL,230455.5,Prospecting,13 Sep 2022,10-13-2022,Priya Nair,South,Send Proposal,20
DEAL-0547,"Golla, Iyengar and Bajwa",Real Estate,cold outreach,175037.6,Closed Lost,2022-07-16,2022-10-06,Arjun Pillai,north,Schedule Demo,10
DEAL-0099,"Palla, Sunder and Deo",Real Estate,Event,31853.12,qualified,2023-12-03,"April 14, 2024",Priya Nair,South,,100
DEAL-0574,Pillay-Chand,FinTech,Cold Outreach,22397.94,wonnn,06-23-2022,28/10/2022,Sonal Joshi,WEST,Send Proposal,90
DEAL-0407,"Dayal, Kala and Mitter",E-Commerce,REFERRAL,66907.01,Won,28 Jul 2022,"October 25, 2022",Riya Sharma,North,,10
DEAL-0503,Bhakta-Ratti,Real Estate,cold outreach,204719.32,lost,29 Sep 2022,2023-03-26,Deepak Rao,south,Follow Up Call,40
DEAL-0048,D’Alia LLC,IT Services,linkedin,79013.06,Lost,28 Sep 2022,11-04-2022,Deepak Rao,South,Send Proposal,30
DEAL-0033,Sharma-Wason,IT Services,inbound,24320.68,negotiation,2022-06-13,07-13-2022,Arjun Pillai,South,Pricing Discussion,30
DEAL-0201,Rout Ltd,Logistics,linkedin,1781729.01,LOST,07-17-2023,27/12/2023,Arjun Pillai,North,,40
DEAL-0135,"Seshadri, Bir and Vyas",Manufacturing,Inbound,24362.21,Proposal Sent,"April 23, 2022",,Deepak Rao,West,Send Proposal,70
DEAL-0028,Seth-Setty,EdTech,linkedin,217711.85,negotiation,"August 14, 2022",,Aman Verma,north,Pricing Discussion,30
DEAL-0610,Garg LLC,SaaS,Cold Outreach,126556.15,QUALIFIED,20/04/2022,12/05/2022,Deepak Rao,West,Contract Review,90
DEAL-0231,Ben-Pall,Healthcare,Referral,782720.68,negotiation,14/03/2022,"May 30, 2022",Deepak Rao,south,Stakeholder Meeting,40
DEAL-0490,Sen-Bera,SaaS,Inbound,216238.91,Negotiation,13/10/2022,2022-11-13,Arjun Pillai,East,Send Proposal,60
DEAL-0379,Deshmukh LLC,Logistics,REFERRAL,903378.45,Closed Lost,2022-09-08,12/01/2023,Riya Sharma,NORTH,Follow Up Call,40
DEAL-0289,Narang-Chandran,Logistics,Referral,,Proposal Sent,2023-07-08,"November 18, 2023",Neha Gupta,North,Pricing Discussion,10
DEAL-0419,"Luthra, Anand and Bahri",EdTech,Partner,163032.64,NEGOTIATION,02-15-2022,03-10-2022,Riya Sharma,SOUTH,,90
DEAL-0392,"Devan, Bala and Purohit",SaaS,Partner,175346.61,Qualified,22/07/2023,"November 17, 2023",Riya Sharma,north,Contract Review,70
DEAL-0593,"Wable, Ray and Ghose",FinTech,Cold Email,162572.87,WON,2023-05-02,"October 27, 2023",Deepak Rao,West,Technical Eval,100
DEAL-0499,Comar LLC,Logistics,Website,151230.13,won,29/04/2022,21 Oct 2022,Neha Gupta,West,Contract Review,90
DEAL-0139,"Kant, Mohanty and Sundaram",EdTech,Inbound,71547.26,Qualified,2023-11-28,2024-02-18,Neha Gupta,SOUTH,Technical Eval,80
DEAL-0063,"Bahl, Ghose and Walla",IT Services,Cold Email,204302.07,NEGOTIATION,2022-03-13,01 Sep 2022,Aman Verma,west,Contract Review,30
DEAL-0472,Kala Group,FinTech,linkedin,52806.48,Won,"April 21, 2022",2022-08-21,Sonal Joshi,WEST,Schedule Demo,50
DEAL-0129,"Rajagopal, Kashyap and Bhatia",Logistics,Website,181807.77,PROPOSAL SENT,13 Aug 2022,"September 07, 2022",Deepak Rao,South,Contract Review,70
DEAL-0462,"Raj, Rama and Grewal",Retail,Website,33652.48,Discovery,2023-02-27,,Neha Gupta,East,Schedule Demo,60
DEAL-0521,Sarraf-Edwin,EdTech,Cold Email,102440.39,Discovery,02 Jan 2022,02-06-2022,Riya Sharma,north,Contract Review,80
DEAL-0065,Kumar-Pall,SaaS,Inbound,44038.89,Won,"November 09, 2023",09 Mar 2024,Karan Mehta,west,Pricing Discussion,70
DEAL-0015,Bora and Sons,FinTech,Cold Outreach,93419.65,negotiation,01-31-2022,05-28-2022,Karan Mehta,west,Technical Eval,30
DEAL-0157,"Chaudhari, Sama and Bobal",E-Commerce,REFERRAL,,Won,15/12/2022,2023-03-17,Riya Sharma,WEST,Pricing Discussion,100
DEAL-0041,Sachar Inc,IT Services,Cold Email,,QUALIFIED,15 Apr 2022,2022-06-25,Neha Gupta,south,Schedule Demo,40
DEAL-0493,Prasad-Chopra,FinTech,Cold Email,56420.15,won,06/06/2023,06/10/2023,Deepak Rao,East India,,30
DEAL-0380,Dutta Group,Retail,Cold Outreach,40754.03,PROPOSAL SENT,14 Jan 2023,"February 17, 2023",Aman Verma,West,,90
DEAL-0188,Vala-Prabhakar,Real Estate,linkedin,95048.26,closed won,03 Sep 2022,2023-02-21,Riya Sharma,North,Contract Review,80
DEAL-0217,Bala-Dewan,Retail,Cold Outreach,183675.93,Lost,"June 14, 2023",,Sonal Joshi,south,,100
DEAL-0053,"Pai, Palla and Jaggi",SaaS,LinkedIn,40198.83,NEGOTIATION,01-23-2023,12/07/2023,Riya Sharma,NORTH,Schedule Demo,60
DEAL-0338,Bali-Gola,SaaS,Cold Outreach,172685.04,lost,2022-05-03,05/07/2022,Karan Mehta,South,Pricing Discussion,100
DEAL-0296,"Saran, Jain and Brar",Manufacturing,inbound,182271.7,proposal sent,"May 08, 2023",07/10/2023,Arjun Pillai,East India,Stakeholder Meeting,60
DEAL-0252,Suri and Sons,Real Estate,LinkedIn,,prospecting,30/04/2023,07-10-2023,Aman Verma,North,Schedule Demo,30
DEAL-0462,"Raj, Rama and Grewal",Retail,Website,33652.48,Discovery,2023-02-27,,Neha Gupta,East,Schedule Demo,60
DEAL-0456,Walla-Koshy,Retail,LinkedIn,101173.28,prospecting,02-21-2023,"April 15, 2023",Deepak Rao,NORTH,Stakeholder Meeting,30
DEAL-0302,Arora Group,IT Services,inbound,210571.78,negotiation,03/01/2022,09 Feb 2022,Arjun Pillai,west,Technical Eval,20
DEAL-0270,Yadav Inc,Manufacturing,Event,,closed won,14 Dec 2022,05-17-2023,Arjun Pillai,West,Send Proposal,10
DEAL-0202,Garg PLC,SaaS,REFERRAL,171672.33,discovery,2022-06-19,08-02-2022,Riya Sharma,East,Follow Up Call,30
DEAL-0162,Sinha and Sons,Logistics,Website,152681.83,Proposal Sent,10/04/2023,27/06/2023,Deepak Rao,East,,40
DEAL-0556,"Yadav, Bansal and Sinha",SaaS,Inbound,1026781.58,negotiation,20/02/2023,01/05/2023,Deepak Rao,NORTH,,50
DEAL-0402,Sethi Group,Manufacturing,LinkedIn,236028.85,Closed Lost,06 Oct 2022,2023-03-24,Neha Gupta,south,Pricing Discussion,30
DEAL-0477,Srinivasan Ltd,FinTech,Cold Email,199990.82,Discovery,2022-07-24,21/10/2022,Arjun Pillai,East,Pricing Discussion,50
DEAL-0106,Choudhary Ltd,FinTech,cold outreach,133436.92,Closed Lost,10-02-2022,"October 23, 2022",Karan Mehta,East,Contract Review,30
DEAL-0566,"Kalita, Sampath and Bhatnagar",Real Estate,Inbound,235613.42,Prospecting,"November 26, 2022",07/12/2022,Riya Sharma,North,Follow Up Call,90
DEAL-0390,Badal Inc,Manufacturing,cold outreach,164504.03,Prospecting,2022-01-09,19 Feb 2022,Sonal Joshi,west,Technical Eval,50
DEAL-0002,Nagar and Sons,Real Estate,Referral,249664.07,Closed Lost,"April 25, 2022",25/05/2022,Deepak Rao,NORTH,,60
DEAL-0649,Kumar-Soni,FinTech,Website,,prospecting,"October 20, 2022",,Priya Nair,West,Follow Up Call,70
DEAL-0562,Chandra PLC,Retail,Cold Outreach,110200.24,negotiation,03-17-2023,08/06/2023,Sonal Joshi,East India,Follow Up Call,50
DEAL-0081,Gara-Karan,FinTech,Event,139714.99,Proposal Sent,01/10/2022,12-20-2022,Neha Gupta,South,Schedule Demo,60
DEAL-0206,"Banerjee, Dass and Chakraborty",IT Services,Website,-29436.48,closed won,10 Mar 2023,20/03/2023,Arjun Pillai,NORTH,Contract Review,10
DEAL-0035,"Hegde, Nadig and Sane",FinTech,inbound,158130.48,Closed Won,03-09-2023,,Neha Gupta,WEST,Schedule Demo,80
DEAL-0509,"Kumer, Agrawal and Suri",Logistics,Referral,211671.14,Prospecting,18/11/2022,03-08-2023,Neha Gupta,south,Technical Eval,10
DEAL-0428,"Sethi, Mallick and Bora",Manufacturing,linkedin,123278.92,Prospecting,12-24-2023,02 Jun 2024,Deepak Rao,North,Schedule Demo,100
DEAL-0455,"Kumar, Sidhu and Hora",Healthcare,Cold Email,81784.01,qualified,07-28-2023,"November 01, 2023",Sonal Joshi,East India,Stakeholder Meeting,70
DEAL-0367,Bora-Gera,Retail,inbound,30046.7,WON,15 Apr 2023,2023-05-11,Karan Mehta,NORTH,,50
DEAL-0092,Soni LLC,Retail,Cold Outreach,39246.34,QUALIFIED,19 Apr 2023,2023-09-11,Riya Sharma,East,Schedule Demo,20
DEAL-0340,Mangat and Sons,EdTech,Website,48941.85,Prospecting,10 Sep 2022,"October 27, 2022",Aman Verma,East India,Technical Eval,40
DEAL-0565,"Bera, Sarma and Ram",Healthcare,cold outreach,181689.01,Closed Won,02/11/2023,03-11-2024,Riya Sharma,West,Follow Up Call,50
DEAL-0346,Badami PLC,Healthcare,inbound,170873.57,closed won,"March 06, 2023",,Neha Gupta,West,Contract Review,20
DEAL-0242,Chakraborty and Sons,E-Commerce,Referral,1990225.16,PROPOSAL SENT,"October 13, 2022",17 Nov 2022,Deepak Rao,SOUTH,,100
DEAL-0014,Sekhon-Dey,Healthcare,linkedin,63000.37,Lost,02-02-2022,29 Apr 2022,Riya Sharma,north,,70
DEAL-0316,"Dugar, Halder and Bhatti",Manufacturing,Cold Email,128042.93,qualified,2022-03-01,"July 27, 2022",Aman Verma,East India,Follow Up Call,40
DEAL-0601,"Ramachandran, Ganesan and Gala",IT Services,LinkedIn,-49438.15,QUALIFIED,2023-12-15,,Aman Verma,West,,70
DEAL-0388,"Sanghvi, Srinivas and Batra",Manufacturing,Partner,216238.59,Closed Lost,2023-11-01,,Karan Mehta,West,,40
DEAL-0274,Johal Group,Real Estate,LinkedIn,227703.57,NEGOTIATION,2022-07-14,20 Sep 2022,Deepak Rao,south,,70
DEAL-0167,Narain-Chand,Retail,Partner,203159.4,Closed Won,2023-06-04,17/10/2023,Neha Gupta,South,Schedule Demo,100
DEAL-0078,"Sem, Devi and Bail",Real Estate,Partner,,closed won,30 Dec 2022,04-09-2023,Neha Gupta,West,Schedule Demo,30
DEAL-0647,"Mukhopadhyay, Toor and Rau",FinTech,Website,243277.01,Proposal Sent,27 Mar 2023,11 Aug 2023,Riya Sharma,West,Contract Review,90
DEAL-0485,Savant-Loke,FinTech,Inbound,191201.01,Negotiation,2022-07-17,12-20-2022,Karan Mehta,North,Follow Up Call,80
DEAL-0419,"Luthra, Anand and Bahri",EdTech,Partner,163032.64,NEGOTIATION,02-15-2022,03-10-2022,Riya Sharma,SOUTH,,90
DEAL-0505,Gandhi Inc,Manufacturing,Cold Outreach,19525.04,NEGOTIATION,04-22-2022,2022-07-26,Priya Nair,WEST,Send Proposal,10
DEAL-0244,"Kalla, Bali and Rege",Healthcare,Cold Email,146481.33,won,13 May 2023,06-03-2023,Arjun Pillai,north,Send Proposal,30
DEAL-0567,"Deep, Chakrabarti and Date",Logistics,Website,,qualified,04-22-2023,05-06-2023,Sonal Joshi,East,Follow Up Call,100
DEAL-0563,Dhawan-Rau,E-Commerce,Cold Outreach,65707.66,wonnn,17 Aug 2023,25 Dec 2023,Deepak Rao,West,Follow Up Call,40
DEAL-0190,Khalsa Group,Retail,LinkedIn,116469.77,Prospecting,04 Sep 2022,2022-12-02,Priya Nair,NORTH,Send Proposal,20
DEAL-0476,Mital-Garde,EdTech,Referral,45977.1,prospecting,08-16-2022,,Arjun Pillai,East India,Schedule Demo,30
DEAL-0511,Mander LLC,E-Commerce,inbound,158814.14,discovery,09-13-2023,"December 28, 2023",Karan Mehta,west,,40
DEAL-0059,"Sethi, Bhatt and Kapur",IT Services,cold outreach,39515.02,WON,"January 06, 2023","May 25, 2023",Karan Mehta,South,Follow Up Call,90
DEAL-0475,Khosla Inc,Manufacturing,inbound,178984.88,lost,"April 27, 2023",2023-10-05,Riya Sharma,west,Schedule Demo,40
DEAL-0561,"Nigam, Nath and Karan",Real Estate,Cold Outreach,-13864.55,closed won,04/08/2022,2022-09-20,Aman Verma,south,Contract Review,80
DEAL-0253,"Bhatt, Dugar and Mutti",Logistics,inbound,162612.44,prospecting,21/02/2023,"July 30, 2023",Neha Gupta,WEST,Follow Up Call,60
DEAL-0022,Subramanian-Mani,EdTech,linkedin,-34307.13,QUALIFIED,"July 29, 2023",14/01/2024,Arjun Pillai,west,Contract Review,60
DEAL-0314,Bhattacharyya-Pant,IT Services,Event,,Closed Lost,"October 31, 2022",27 Mar 2023,Neha Gupta,west,Schedule Demo,20
DEAL-0460,Agate-Virk,Healthcare,REFERRAL,149591.25,wonnn,06-16-2022,2022-12-08,Aman Verma,west,Pricing Discussion,10
DEAL-0161,"Karpe, Nagi and Mitter",IT Services,LinkedIn,,Lost,2022-06-11,26/06/2022,Arjun Pillai,WEST,Pricing Discussion,40
DEAL-0277,Sarkar LLC,SaaS,Event,229038.12,QUALIFIED,24/05/2022,2022-11-18,Karan Mehta,west,Pricing Discussion,80
DEAL-0192,Borra PLC,SaaS,REFERRAL,228635.24,Won,2022-03-22,2022-05-28,Karan Mehta,NORTH,Contract Review,40
DEAL-0386,"Ahluwalia, Narayan and Nagar",Logistics,Referral,-49665.02,Prospecting,06 Nov 2022,19/02/2023,Riya Sharma,south,Contract Review,80
DEAL-0414,Pradhan Group,EdTech,REFERRAL,176900.4,lost,2022-02-22,2022-04-28,Aman Verma,WEST,Technical Eval,50
DEAL-0492,Vig and Sons,Retail,Event,33759.58,prospecting,19/10/2023,,Priya Nair,West,Schedule Demo,90
DEAL-0344,Oommen Inc,Manufacturing,cold outreach,78322.84,Negotiation,27/09/2023,02-22-2024,Riya Sharma,East India,Contract Review,30
DEAL-0309,"Gulati, Chhabra and Nagi",E-Commerce,cold outreach,19810.28,closed won,24/07/2023,19 Oct 2023,Sonal Joshi,west,Pricing Discussion,30
DEAL-0087,Sawhney Inc,Logistics,Cold Outreach,1403694.43,Lost,10-13-2023,02-14-2024,Aman Verma,North,Send Proposal,10
DEAL-0131,Venkatesh Ltd,Logistics,LinkedIn,224461.31,negotiation,06/06/2023,"August 08, 2023",Aman Verma,West,Stakeholder Meeting,90
DEAL-0303,Narang-Gera,IT Services,Referral,,Negotiation,2023-02-04,14 Jun 2023,Sonal Joshi,WEST,Follow Up Call,60
DEAL-0100,"Baria, Date and Kibe",FinTech,Event,80381.07,discovery,29 Nov 2022,05-08-2023,Aman Verma,South,Send Proposal,70
DEAL-0373,Raval-Bhattacharyya,Retail,cold outreach,216610.95,Won,2022-08-07,09-11-2022,Aman Verma,north,Stakeholder Meeting,20
DEAL-0088,Sachdeva Group,Manufacturing,Referral,14862.45,Proposal Sent,25 Jun 2022,2022-07-28,Arjun Pillai,north,Stakeholder Meeting,20
DEAL-0459,"Pai, Handa and Kade",FinTech,Inbound,201150.28,negotiation,31 Aug 2022,12-08-2022,Riya Sharma,north,,70
DEAL-0331,"Zachariah, Mangat and Mani",Healthcare,linkedin,25258.1,Negotiation,07-10-2022,,Sonal Joshi,WEST,Send Proposal,30
DEAL-0215,Murthy-Madan,E-Commerce,Inbound,75337.22,Discovery,18/01/2023,2023-03-28,Priya Nair,west,,60
DEAL-0467,"Sarma, Rao and Singh",Retail,cold outreach,233020.26,proposal sent,"November 17, 2023",19 Apr 2024,Arjun Pillai,East,Pricing Discussion,60
DEAL-0122,Kata Group,Retail,REFERRAL,69768.73,Proposal Sent,06/07/2023,15/08/2023,Priya Nair,South,Send Proposal,90
DEAL-0615,Hari-Rai,FinTech,Cold Outreach,-13331.39,Won,2023-06-15,2023-08-11,Neha Gupta,East India,,30
DEAL-0021,Sarma and Sons,Real Estate,Referral,145850.62,won,2022-01-28,06/06/2022,Karan Mehta,north,Stakeholder Meeting,60
DEAL-0072,Narasimhan-Tak,EdTech,Cold Outreach,151392.1,Closed Lost,2022-10-12,2022-11-13,Sonal Joshi,WEST,Follow Up Call,20
DEAL-0107,"Narang, Hegde and Wali",Real Estate,Referral,194778.5,Negotiation,03-09-2022,"August 07, 2022",Karan Mehta,NORTH,Stakeholder Meeting,60
DEAL-0271,Dada and Sons,Logistics,Cold Outreach,148958.0,qualified,22/04/2022,14 May 2022,Neha Gupta,North,,10
DEAL-0436,Mohanty-Magar,Manufacturing,LinkedIn,,Qualified,13 Jul 2023,,Priya Nair,south,,100
DEAL-0103,Pathak-Kuruvilla,Real Estate,Website,165619.79,Qualified,"February 02, 2022",04-28-2022,Arjun Pillai,East,Send Proposal,10
